No,Kategori,"Nomor Surat","Tanggal Surat","Pihak Terkait",Perihal,File,"Link Drive"
1,"Surat Keluar",421.4/007/Kepsek-RAB/VII/2026,2026-07-28,YMA,"RAB JULI 2026",arsip_dokumen/NScygdyOXyaJzincuV2fJloA9Kuxfy2125brNL0I.pdf,
